Order_ID,Order_Date,Region,City,Category,Product,Sales_Channel,Units,Unit_Price,Discount_Pct,Unit_Cost,Customer_Rating
ORD-0466,2025-10-08,North,Chandigarh,Office Supplies,Notebook Pack,Corporate,3,432.00,0.00,226.60,4.5
ORD-0467,2025-10-25,West,Ahmedabad,Electronics,Wireless Mouse,Retail,8,891.00,0.05,499.20,5.0
ORD-0468,2025-11-11,East,Bhubaneswar,Home Office,Foot Rest,Online,1,1428.00,0.00,672.00,3.5
ORD-0469,2025-11-28,South,Bengaluru,Home Office,Desk Lamp,Corporate,6,1680.00,0.05,873.00,4.0
ORD-0470,2025-12-15,North,Chandigarh,Accessories,Laptop Sleeve,Retail,11,1080.00,0.00,509.60,4.0
ORD-0471,2025-01-01,West,Ahmedabad,Furniture,Storage Cabinet,Online,4,10340.00,0.05,7524.00,4.5
ORD-0472,2025-01-18,East,Bhubaneswar,Furniture,Office Chair,Corporate,9,6305.00,0.00,4300.00,4.5
ORD-0473,2025-02-04,South,Bengaluru,Office Supplies,Desk Organizer,Retail,2,700.00,0.05,353.50,5.0
ORD-0474,2025-02-21,North,Chandigarh,Electronics,Keyboard,Online,7,1545.00,0.00,867.00,3.5
ORD-0475,2025-03-10,West,Ahmedabad,Electronics,Laptop Stand,Corporate,12,1908.00,0.05,1133.00,4.0
ORD-0476,2025-03-27,East,Bhubaneswar,Home Office,Monitor Arm,Retail,5,2944.00,0.00,1976.00,4.0
ORD-0477,2025-04-13,South,Bengaluru,Accessories,Webcam,Online,10,2660.00,0.05,1632.00,4.5
ORD-0478,2025-04-30,North,Chandigarh,Accessories,USB Hub,Corporate,3,1176.00,0.00,582.00,4.5
ORD-0479,2025-05-17,West,Ahmedabad,Furniture,Study Desk,Retail,8,8585.00,0.05,5782.00,5.0
ORD-0480,2025-06-03,East,Bhubaneswar,Office Supplies,Printer Paper,Online,1,572.00,0.00,297.00,3.5
ORD-0481,2025-06-20,South,Bengaluru,Office Supplies,Notebook Pack,Corporate,6,481.50,0.05,220.00,4.0
ORD-0482,2025-07-07,North,Chandigarh,Electronics,Wireless Mouse,Retail,11,837.00,0.00,484.80,4.0
ORD-0483,2025-07-24,West,Ahmedabad,Home Office,Foot Rest,Online,4,1344.00,0.05,714.00,4.5
ORD-0484,2025-08-10,East,Bhubaneswar,Home Office,Desk Lamp,Corporate,9,1584.00,0.00,927.00,4.5
ORD-0485,2025-08-27,South,Bengaluru,Accessories,Laptop Sleeve,Retail,2,1020.00,0.05,540.80,5.0
ORD-0486,2025-09-13,North,Chandigarh,Furniture,Storage Cabinet,Online,7,11550.00,0.00,7296.00,3.5
ORD-0487,2025-09-30,West,Ahmedabad,Furniture,Office Chair,Corporate,12,7020.00,0.05,4171.00,4.0
ORD-0488,2025-10-17,East,Bhubaneswar,Office Supplies,Desk Organizer,Retail,5,658.00,0.00,343.00,4.0
ORD-0489,2025-11-03,South,Bengaluru,Electronics,Keyboard,Online,10,1455.00,0.05,841.50,4.5
ORD-0490,2025-11-20,North,Chandigarh,Electronics,Laptop Stand,Corporate,3,1800.00,0.00,1100.00,4.5
ORD-0491,2025-12-07,West,Ahmedabad,Home Office,Monitor Arm,Retail,8,3296.00,0.05,1919.00,5.0
ORD-0492,2025-12-24,East,Bhubaneswar,Accessories,Webcam,Online,1,2968.00,0.00,1734.00,3.5
ORD-0493,2025-01-10,South,Bengaluru,Accessories,USB Hub,Corporate,6,1104.00,0.05,618.00,4.0
ORD-0494,2025-01-27,North,Chandigarh,Furniture,Study Desk,Retail,11,8075.00,0.00,6136.00,4.0
ORD-0495,2025-02-13,West,Ahmedabad,Office Supplies,Printer Paper,Online,4,539.00,0.05,288.00,4.5
ORD-0496,2025-03-02,East,Bhubaneswar,Office Supplies,Notebook Pack,Corporate,9,454.50,0.00,213.40,4.5
ORD-0497,2025-03-19,South,Bengaluru,Electronics,Wireless Mouse,Retail,2,936.00,0.05,470.40,5.0
ORD-0498,2025-04-05,North,Chandigarh,Home Office,Foot Rest,Online,7,1498.00,0.00,693.00,3.5
ORD-0499,2025-04-22,West,Ahmedabad,Home Office,Desk Lamp,Corporate,12,1488.00,0.05,900.00,4.0
ORD-0500,2025-05-09,East,Bhubaneswar,Accessories,Laptop Sleeve,Retail,5,960.00,0.00,525.20,4.0
ORD-0501,2025-05-26,South,Bengaluru,Furniture,Storage Cabinet,Online,10,10890.00,0.05,7752.00,4.5
ORD-0502,2025-06-12,North,Chandigarh,Furniture,Office Chair,Corporate,3,6630.00,0.00,4429.00,4.5
ORD-0503,2025-06-29,West,Ahmedabad,Office Supplies,Desk Organizer,Retail,8,735.00,0.05,364.00,5.0
ORD-0504,2025-07-16,East,Bhubaneswar,Electronics,Keyboard,Online,1,1620.00,0.00,816.00,3.5
ORD-0505,2025-08-02,South,Bengaluru,Electronics,Laptop Stand,Corporate,6,1692.00,0.05,1067.00,4.0
ORD-0506,2025-08-19,North,Chandigarh,Home Office,Monitor Arm,Retail,11,3104.00,0.00,1862.00,4.0
ORD-0507,2025-09-05,West,Ahmedabad,Accessories,Webcam,Online,4,2800.00,0.05,1683.00,4.5
ORD-0508,2025-09-22,East,Bhubaneswar,Accessories,USB Hub,Corporate,9,1236.00,0.00,600.00,4.5
ORD-0509,2025-10-09,South,Bengaluru,Furniture,Study Desk,Retail,2,9010.00,0.05,5959.00,5.0
ORD-0510,2025-10-26,North,Chandigarh,Office Supplies,Printer Paper,Online,7,506.00,0.00,306.00,3.5
ORD-0511,2025-11-12,West,Ahmedabad,Office Supplies,Notebook Pack,Corporate,12,427.50,0.05,226.60,4.0
ORD-0512,2025-11-29,East,Bhubaneswar,Electronics,Wireless Mouse,Retail,5,882.00,0.00,499.20,4.0
ORD-0513,2025-12-16,South,Bengaluru,Home Office,Foot Rest,Online,10,1414.00,0.05,672.00,4.5
ORD-0514,2025-01-02,North,Chandigarh,Home Office,Desk Lamp,Corporate,3,1664.00,0.00,873.00,4.5
ORD-0515,2025-01-19,West,Ahmedabad,Accessories,Laptop Sleeve,Retail,8,1070.00,0.05,509.60,5.0
ORD-0516,2025-02-05,East,Bhubaneswar,Furniture,Storage Cabinet,Online,1,10230.00,0.00,7524.00,3.5
ORD-0517,2025-02-22,South,Bengaluru,Furniture,Office Chair,Corporate,6,6240.00,0.05,4300.00,4.0
ORD-0518,2025-03-11,North,Chandigarh,Office Supplies,Desk Organizer,Retail,11,693.00,0.00,353.50,4.0
ORD-0519,2025-03-28,West,Ahmedabad,Electronics,Keyboard,Online,4,1530.00,0.05,867.00,4.5
ORD-0520,2025-04-14,East,Bhubaneswar,Electronics,Laptop Stand,Corporate,9,1890.00,0.00,1133.00,4.5
ORD-0521,2025-05-01,South,Bengaluru,Home Office,Monitor Arm,Retail,2,3456.00,0.05,1976.00,5.0
ORD-0522,2025-05-18,North,Chandigarh,Accessories,Webcam,Online,7,2632.00,0.00,1632.00,3.5
ORD-0523,2025-06-04,West,Ahmedabad,Accessories,USB Hub,Corporate,12,1164.00,0.05,582.00,4.0
ORD-0524,2025-06-21,East,Bhubaneswar,Furniture,Study Desk,Retail,5,8500.00,0.00,5782.00,4.0
ORD-0525,2025-07-08,South,Bengaluru,Office Supplies,Printer Paper,Online,10,566.50,0.05,297.00,4.5
ORD-0526,2025-07-25,North,Chandigarh,Office Supplies,Notebook Pack,Corporate,3,477.00,0.00,220.00,4.5
ORD-0527,2025-08-11,West,Ahmedabad,Electronics,Wireless Mouse,Retail,8,828.00,0.05,484.80,5.0
ORD-0528,2025-08-28,East,Bhubaneswar,Home Office,Foot Rest,Online,1,1330.00,0.00,714.00,3.5
ORD-0529,2025-09-14,South,Bengaluru,Home Office,Desk Lamp,Corporate,6,1568.00,0.05,927.00,4.0
ORD-0530,2025-10-01,North,Chandigarh,Accessories,Laptop Sleeve,Retail,11,1010.00,0.00,540.80,4.0
ORD-0531,2025-10-18,West,Ahmedabad,Furniture,Storage Cabinet,Online,4,11440.00,0.05,7296.00,4.5
ORD-0532,2025-11-04,East,Bhubaneswar,Furniture,Office Chair,Corporate,9,6955.00,0.00,4171.00,4.5
ORD-0533,2025-11-21,South,Bengaluru,Office Supplies,Desk Organizer,Retail,2,651.00,0.05,343.00,5.0
ORD-0534,2025-12-08,North,Chandigarh,Electronics,Keyboard,Online,7,1440.00,0.00,841.50,3.5
ORD-0535,2025-12-25,West,Ahmedabad,Electronics,Laptop Stand,Corporate,12,1782.00,0.05,1100.00,4.0
ORD-0536,2025-01-11,East,Bhubaneswar,Home Office,Monitor Arm,Retail,5,3264.00,0.00,1919.00,4.0
ORD-0537,2025-01-28,South,Bengaluru,Accessories,Webcam,Online,10,2940.00,0.05,1734.00,4.5
ORD-0538,2025-02-14,North,Chandigarh,Accessories,USB Hub,Corporate,3,1296.00,0.00,618.00,4.5
ORD-0539,2025-03-03,West,Ahmedabad,Furniture,Study Desk,Retail,8,7990.00,0.05,6136.00,5.0
ORD-0540,2025-03-20,East,Bhubaneswar,Office Supplies,Printer Paper,Online,1,533.50,0.00,288.00,3.5
ORD-0541,2025-04-06,South,Bengaluru,Office Supplies,Notebook Pack,Corporate,6,450.00,0.05,213.40,4.0
ORD-0542,2025-04-23,North,Chandigarh,Electronics,Wireless Mouse,Retail,11,927.00,0.00,470.40,4.0
ORD-0543,2025-05-10,West,Ahmedabad,Home Office,Foot Rest,Online,4,1484.00,0.05,693.00,4.5
ORD-0544,2025-05-27,East,Bhubaneswar,Home Office,Desk Lamp,Corporate,9,1472.00,0.00,900.00,4.5
ORD-0545,2025-06-13,South,Bengaluru,Accessories,Laptop Sleeve,Retail,2,950.00,0.05,525.20,5.0
ORD-0546,2025-06-30,North,Chandigarh,Furniture,Storage Cabinet,Online,7,10780.00,0.00,7752.00,3.5
ORD-0547,2025-07-17,West,Ahmedabad,Furniture,Office Chair,Corporate,12,6565.00,0.05,4429.00,4.0
ORD-0548,2025-08-03,East,Bhubaneswar,Office Supplies,Desk Organizer,Retail,5,728.00,0.00,364.00,4.0
ORD-0549,2025-08-20,South,Bengaluru,Electronics,Keyboard,Online,10,1605.00,0.05,816.00,4.5
ORD-0550,2025-09-06,North,Chandigarh,Electronics,Laptop Stand,Corporate,3,1674.00,0.00,1067.00,4.5
ORD-0551,2025-09-23,West,Ahmedabad,Home Office,Monitor Arm,Retail,8,3072.00,0.05,1862.00,5.0
ORD-0552,2025-10-10,East,Bhubaneswar,Accessories,Webcam,Online,1,2772.00,0.00,1683.00,3.5
ORD-0553,2025-10-27,South,Bengaluru,Accessories,USB Hub,Corporate,6,1224.00,0.05,600.00,4.0
ORD-0554,2025-11-13,North,Chandigarh,Furniture,Study Desk,Retail,11,8925.00,0.00,5959.00,4.0
ORD-0555,2025-11-30,West,Ahmedabad,Office Supplies,Printer Paper,Online,4,594.00,0.05,306.00,4.5
ORD-0556,2025-12-17,East,Bhubaneswar,Office Supplies,Notebook Pack,Corporate,9,423.00,0.00,226.60,4.5
ORD-0557,2025-01-03,South,Bengaluru,Electronics,Wireless Mouse,Retail,2,873.00,0.05,499.20,5.0
ORD-0558,2025-01-20,North,Chandigarh,Home Office,Foot Rest,Online,7,1400.00,0.00,672.00,3.5
ORD-0559,2025-02-06,West,Ahmedabad,Home Office,Desk Lamp,Corporate,12,1648.00,0.05,873.00,4.0
ORD-0560,2025-02-23,East,Bhubaneswar,Accessories,Laptop Sleeve,Retail,5,1060.00,0.00,509.60,4.0
ORD-0561,2025-03-12,South,Bengaluru,Furniture,Storage Cabinet,Online,10,10120.00,0.05,7524.00,4.5
ORD-0562,2025-03-29,North,Chandigarh,Furniture,Office Chair,Corporate,3,6175.00,0.00,4300.00,4.5
ORD-0563,2025-04-15,West,Ahmedabad,Office Supplies,Desk Organizer,Retail,8,686.00,0.05,353.50,5.0
ORD-0564,2025-05-02,East,Bhubaneswar,Electronics,Keyboard,Online,1,1515.00,0.00,867.00,3.5
ORD-0565,2025-05-19,South,Bengaluru,Electronics,Laptop Stand,Corporate,6,1872.00,0.05,1133.00,4.0
ORD-0566,2025-06-05,North,Chandigarh,Home Office,Monitor Arm,Retail,11,3424.00,0.00,1976.00,4.0
ORD-0567,2025-06-22,West,Ahmedabad,Accessories,Webcam,Online,4,2604.00,0.05,1632.00,4.5
ORD-0568,2025-07-09,East,Bhubaneswar,Accessories,USB Hub,Corporate,9,1152.00,0.00,582.00,4.5
ORD-0569,2025-07-26,South,Bengaluru,Furniture,Study Desk,Retail,2,8415.00,0.05,5782.00,5.0
ORD-0570,2025-08-12,North,Chandigarh,Office Supplies,Printer Paper,Online,7,561.00,0.00,297.00,3.5
ORD-0571,2025-08-29,West,Ahmedabad,Office Supplies,Notebook Pack,Corporate,12,472.50,0.05,220.00,4.0
ORD-0572,2025-09-15,East,Bhubaneswar,Electronics,Wireless Mouse,Retail,5,972.00,0.00,484.80,4.0
ORD-0573,2025-10-02,South,Bengaluru,Home Office,Foot Rest,Online,10,1316.00,0.05,714.00,4.5
ORD-0574,2025-10-19,North,Chandigarh,Home Office,Desk Lamp,Corporate,3,1552.00,0.00,927.00,4.5
ORD-0575,2025-11-05,West,Ahmedabad,Accessories,Laptop Sleeve,Retail,8,1000.00,0.05,540.80,5.0
ORD-0576,2025-11-22,East,Bhubaneswar,Furniture,Storage Cabinet,Online,1,11330.00,0.00,7296.00,3.5
ORD-0577,2025-12-09,South,Bengaluru,Furniture,Office Chair,Corporate,6,6890.00,0.05,4171.00,4.0
ORD-0578,2025-12-26,North,Chandigarh,Office Supplies,Desk Organizer,Retail,11,644.00,0.00,343.00,4.0
ORD-0579,2025-01-12,West,Ahmedabad,Electronics,Keyboard,Online,4,1425.00,0.05,841.50,4.5
ORD-0580,2025-01-29,East,Bhubaneswar,Electronics,Laptop Stand,Corporate,9,1764.00,0.00,1100.00,4.5
ORD-0581,2025-02-15,South,Bengaluru,Home Office,Monitor Arm,Retail,2,3232.00,0.05,1919.00,5.0
ORD-0582,2025-03-04,North,Chandigarh,Accessories,Webcam,Online,7,2912.00,0.00,1734.00,3.5
ORD-0583,2025-03-21,West,Ahmedabad,Accessories,USB Hub,Corporate,12,1284.00,0.05,618.00,4.0
ORD-0584,2025-04-07,East,Bhubaneswar,Furniture,Study Desk,Retail,5,7905.00,0.00,6136.00,4.0
ORD-0585,2025-04-24,South,Bengaluru,Office Supplies,Printer Paper,Online,10,528.00,0.05,288.00,4.5
ORD-0586,2025-05-11,North,Chandigarh,Office Supplies,Notebook Pack,Corporate,3,445.50,0.00,213.40,4.5
ORD-0587,2025-05-28,West,Ahmedabad,Electronics,Wireless Mouse,Retail,8,918.00,0.05,470.40,5.0
ORD-0588,2025-06-14,East,Bhubaneswar,Home Office,Foot Rest,Online,1,1470.00,0.00,693.00,3.5
ORD-0589,2025-07-01,South,Bengaluru,Home Office,Desk Lamp,Corporate,6,1728.00,0.05,900.00,4.0
ORD-0590,2025-07-18,North,Chandigarh,Accessories,Laptop Sleeve,Retail,11,940.00,0.00,525.20,4.0
ORD-0591,2025-08-04,West,Ahmedabad,Furniture,Storage Cabinet,Online,4,10670.00,0.05,7752.00,4.5
ORD-0592,2025-08-21,East,Bhubaneswar,Furniture,Office Chair,Corporate,9,6500.00,0.00,4429.00,4.5
ORD-0593,2025-09-07,South,Bengaluru,Office Supplies,Desk Organizer,Retail,2,721.00,0.05,364.00,5.0
ORD-0594,2025-09-24,North,Chandigarh,Electronics,Keyboard,Online,7,1590.00,0.00,816.00,3.5
ORD-0595,2025-10-11,West,Ahmedabad,Electronics,Laptop Stand,Corporate,12,1656.00,0.05,1067.00,4.0
ORD-0596,2025-10-28,East,Bhubaneswar,Home Office,Monitor Arm,Retail,5,3040.00,0.00,1862.00,4.0
ORD-0597,2025-11-14,South,Bengaluru,Accessories,Webcam,Online,10,2744.00,0.05,1683.00,4.5
ORD-0598,2025-12-01,North,Chandigarh,Accessories,USB Hub,Corporate,3,1212.00,0.00,600.00,4.5
ORD-0599,2025-12-18,West,Ahmedabad,Furniture,Study Desk,Retail,8,8840.00,0.05,5959.00,5.0
ORD-0600,2025-01-04,East,Bhubaneswar,Office Supplies,Printer Paper,Online,1,588.50,0.00,306.00,3.5
